certificate_manifest_hash,checkpoint,collision,energy_consumed,episodes,evidence_scope,geometry_hash,invalid_kappa_fallback_count,method,outbound_intervention,path_length,return_success,scenario_family,scenario_hash,scenario_id,seed,task_success,uncertified_task_publication_count
e3b9a3bd5a64e8d667869a349099fefca108bd18ca2145f4a54188f76909cb69,artifacts/checkpoints/mission_open/shield_sac/seed_0/checkpoint_latest.pt,0.0,2.003423935294434,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,shield_sac,0.33333333333333326,3.021698260512525,1.0,open,fd21b7e83a71964e507b063a06c8a9631a124398767ffe17109d08204736f35e,open_heldout_004,0,0.0,0
d79c31d5f13d2677b822cdb374c5f1236d32c37eac17e2a4cd5172588cbbbf05,artifacts/checkpoints/mission_open/generator_sac/seed_0/checkpoint_latest.pt,0.0,2.765753627917332,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,generator_sac,0.0,4.820456070006794,1.0,open,ba00297f3ec682d922646ef5825f43c9b9f53bd3e9f59e1464dd57ff23b882bc,open_heldout_008,0,1.0,0
d79c31d5f13d2677b822cdb374c5f1236d32c37eac17e2a4cd5172588cbbbf05,not_applicable,0.0,2.765748446612456,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,center_only,0.0,4.820127178920695,1.0,open,ba00297f3ec682d922646ef5825f43c9b9f53bd3e9f59e1464dd57ff23b882bc,open_heldout_008,0,1.0,0
d79c31d5f13d2677b822cdb374c5f1236d32c37eac17e2a4cd5172588cbbbf05,artifacts/checkpoints/mission_open/shield_sac/seed_0/checkpoint_latest.pt,0.0,1.9317973632808492,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,shield_sac,0.33333333333333326,3.0513662788122256,1.0,open,ba00297f3ec682d922646ef5825f43c9b9f53bd3e9f59e1464dd57ff23b882bc,open_heldout_008,0,0.0,0
5244b37cdbd87cbc68a3b25f186fac8939e86f6da532644a2f19681ded21abdc,artifacts/checkpoints/mission_open/generator_sac/seed_0/checkpoint_latest.pt,0.0,2.737724257194664,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,generator_sac,0.0,4.858864462347824,1.0,open,12bab5e08d1069a58a7691794e6499be1a9c52fbea79860a4c5751dfac1e3cdb,open_heldout_012,0,1.0,0
5244b37cdbd87cbc68a3b25f186fac8939e86f6da532644a2f19681ded21abdc,not_applicable,0.0,2.737729327003154,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,center_only,0.0,4.8592333572845,1.0,open,12bab5e08d1069a58a7691794e6499be1a9c52fbea79860a4c5751dfac1e3cdb,open_heldout_012,0,1.0,0
5244b37cdbd87cbc68a3b25f186fac8939e86f6da532644a2f19681ded21abdc,artifacts/checkpoints/mission_open/shield_sac/seed_0/checkpoint_latest.pt,0.0,1.864005890020934,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,shield_sac,0.33333333333333326,3.0380669903510182,1.0,open,12bab5e08d1069a58a7691794e6499be1a9c52fbea79860a4c5751dfac1e3cdb,open_heldout_012,0,0.0,0
90402116cf657a0d01b2c2bb682c23002d19e4f4704caa210ed142a8b1944bd0,artifacts/checkpoints/mission_open/generator_sac/seed_0/checkpoint_latest.pt,0.0,2.738315142084301,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,generator_sac,0.0,4.857879944427039,1.0,open,ea5e9d6d4430e5c9472ec13beb192fbdf15a672838457370b9d34e5f66611b29,open_heldout_016,0,1.0,0
90402116cf657a0d01b2c2bb682c23002d19e4f4704caa210ed142a8b1944bd0,not_applicable,0.0,2.738319962143514,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,center_only,0.0,4.858154626815096,1.0,open,ea5e9d6d4430e5c9472ec13beb192fbdf15a672838457370b9d34e5f66611b29,open_heldout_016,0,1.0,0
90402116cf657a0d01b2c2bb682c23002d19e4f4704caa210ed142a8b1944bd0,artifacts/checkpoints/mission_open/shield_sac/seed_0/checkpoint_latest.pt,0.0,1.9360212267092691,20,held-out synthetic empirical evaluation,3ccee83a1a6d2d48aab6c9ee479a4295fd5aaabd6b562038ca22c661e0ea428b,0,shield_sac,0.5,3.0455291814707897,1.0,open,ea5e9d6d4430e5c9472ec13beb192fbdf15a672838457370b9d34e5f66611b29,open_heldout_016,0,0.0,0
