candidate_action,certificate_valid,condition_number,cos_candidate_goal,cos_center_goal,cos_exec_goal,cos_kappa_goal,distance_to_station,distance_to_task,energy_margin,environment_step,episode_id,episode_step,executed_action,fallback_reason,generator_available,kappa_action,minimum_distance_to_task_so_far,mission_phase,position,recovery_energy_required,sigma_min,velocity,zonotope_G,zonotope_center,zonotope_volume
,1,,,,-0.9017705320563181,-0.9017705320902271,2.73114585069806,1.4951306805023863,25.925983937648073,272,1,63,"[0.00015122047103825585, -0.07990028766283885, -0.0001980401385656724]",RECOVERY_TAKEOVER,0,"[0.00015122047625482082, -0.07990028709173203, -0.00019804014300461859]",1.4951306805023863,RETURN,"[2.799984081461462, 1.803546720922752, 0.9998864731077053]",3.320811413479411,,"[-7.998717502525973e-05, 0.007855769460263604, 0.00021673049569445363]",,,
,1,,,,-0.9012513325343067,-0.9012513325229273,2.73112125132775,1.4951489647118685,25.927849621736186,273,1,64,"[0.00012790058357335925, -0.07989736676255373, -0.00018989580167752204]",RECOVERY_TAKEOVER,0,"[0.00012790058099199086, -0.07989736646413803, -0.00018989579984918237]",1.4951306805023863,RETURN,"[2.799970642038128, 1.8035199274795537, 0.9999260212908107]",3.306915142876457,,"[-5.4407058310587874e-05, -0.008123703892247144, 0.0001787513353589492]",,,
,1,,,,-0.9011371234111203,-0.9011371233933582,2.7295768526413884,1.498048090931822,25.929710017838655,274,1,65,"[0.00010552784350657956, -0.07989931062584034, -0.00017627316031318044]",RECOVERY_TAKEOVER,0,"[0.00010552784078754485, -0.07989931106567383, -0.0001762731553753838]",1.4951306805023863,RETURN,"[2.7999618711833363, 1.8002972004885875, 0.9999582460946762]",3.2930402106452186,,"[-3.330148960927196e-05, -0.02410356601741521, 0.00014349670329631312]",,,
,1,,,,-0.9014322265612639,-0.9014322265319236,2.7265205744868055,1.5038317047304957,25.931565201977705,275,1,66,"[8.475090211652147e-05, -0.07990477665963899, -0.00015914147929104472]",RECOVERY_TAKEOVER,0,"[8.475089998682961e-05, -0.07990477979183197, -0.00015914147661533207]",1.4951306805023863,RETURN,"[2.7999569059034566, 1.7938783917519119, 0.9999837626057497]",3.2791702857018388,,"[-1.6351309185967664e-05, -0.04008452134934301, 0.00011166840743810419]",,,
,1,,,,-0.9021327129594715,-0.9021327129463809,2.721969111546826,1.512507307627979,25.933415765400472,276,1,67,"[6.598592940359388e-05, -0.07991263045826437, -0.00014009837616307225]",RECOVERY_TAKEOVER,0,"[6.598592881346121e-05, -0.07991263270378113, -0.0001400983746862039]",1.4951306805023863,RETURN,"[2.7999549553602074, 1.784263234872878, 1.000003294319714]",3.26528905710902,,"[-3.1541233052488872e-06, -0.05606704744099589, 8.364873220548973e-05]",,,
,1,,,,-0.9032268286611532,-0.9032268286633972,2.7159481101220413,1.5240860177696025,25.935261991425953,277,1,68,"[4.946041241972827e-05, -0.07992193705091648, -0.00012040254480159464]",RECOVERY_TAKEOVER,0,"[4.9460413720225915e-05, -0.07992193847894669, -0.00012040254659950733]",1.4951306805023863,RETURN,"[2.7999553137437947, 1.7714513866436603, 1.000017616015259]",3.2513962324899834,,"[6.737959178696767e-06, -0.07205143485117918, 5.95682232451708e-05]",,,
,1,,,,-0.9046956639134335,-0.9046956639174497,2.70849240972251,1.5385822399813678,25.937104155888083,278,1,69,"[3.52531133549532e-05, -0.07993194644744235, -0.00010101152780219796]",RECOVERY_TAKEOVER,0,"[3.525311331031844e-05, -0.07993194460868835, -0.00010101153020514175]",1.4951306805023863,RETURN,"[2.799957366397898, 1.7554424607444756, 1.000027509429352]",3.2374915266445945,,"[1.3788581849687408e-05, -0.08803782414066766, 3.936591768473121e-05]",,,
,1,,,,-0.9065140283588377,-0.9065140283524347,2.6996463509674262,1.5560132597351533,25.93894248936666,279,1,70,"[2.3329587512431147e-05, -0.07994207554297382, -8.262171411065874e-05]",RECOVERY_TAKEOVER,0,"[2.3329586838372052e-05, -0.07994207739830017, -8.262171468231827e-05]",1.4951306805023863,RETURN,"[2.799960590706018, 1.7362360544054827, 1.0000337301786066]",3.22357468629747,,"[1.8454499352173638e-05, -0.10402623924926242, 2.2841574862599462e-05]",,,
,1,,,,-0.9086514857241353,-0.9086514857240251,2.6894641511414696,1.5763987788416733,25.940777220355532,280,1,71,"[1.357299488889706e-05, -0.0799518880519483, -6.570838341427831e-05]",RECOVERY_TAKEOVER,0,"[1.3572995158028789e-05, -0.07995188981294632, -6.570838013431057e-05]",1.4951306805023863,RETURN,"[2.799964553065786, 1.7138317687945914, 1.000036984325911]",3.2096454735871487,,"[2.116909832995305e-05, -0.12001661685965209, 9.699898179743798e-06]",,,
,1,,,,-0.9110734951078531,-0.9110734951061022,2.678010348350988,1.5997604127316707,25.942608568944056,281,1,72,"[5.8101965517111525e-06, -0.07996107378651149, -5.056418336256836e-05]",RECOVERY_TAKEOVER,0,"[5.810196398670087e-06, -0.07996107637882233, -5.0564183766255155e-05]",1.4951306805023863,RETURN,"[2.799968903089383, 1.6882292239469308, 1.0000379130218797]",3.1957036651543933,,"[2.233113764029528e-05, -0.1360088316169544, -4.129384927698752e-07]",,,
,1,,,,-0.9137426033709628,-0.9137426033709455,2.6653603145022915,1.6261211698932783,25.944436743884058,282,1,73,"[-1.6668207965648985e-07, -0.07996942827862767, -3.733490798984296e-05]",RECOVERY_TAKEOVER,0,"[-1.6668208502323978e-07, -0.07996942847967148, -3.7334906664909795e-05]",1.4951306805023863,RETURN,"[2.7999733659832695, 1.6594280690579675, 1.0000370837360215]",3.1817490489526237,,"[2.2297801224363982e-05, -0.15200271727267994, -7.879920090738467e-06]",,,
,1,,,,-0.9166196342374756,-0.9166196342369047,2.6516008362122685,1.6555049334425005,25.94626194098536,283,1,74,"[-4.58290498380039e-06, -0.07997683347164881, -2.605184789448097e-05]",RECOVERY_TAKEOVER,0,"[-4.58290514870896e-06, -0.07997683435678482, -2.6051848180941306e-05]",1.4951306805023863,RETURN,"[2.799977733885415, 1.6274279889339984, 1.0000349867150455]",3.167781425164779,,"[2.1381220227603905e-05, -0.16799808396700971, -1.3090289669634662e-05]",,,
,1,,,,-0.9196648242347489,-0.9196648242377213,2.6368307611653488,1.6879359630621469,25.948084326313893,284,1,75,"[-7.667593733644302e-06, -0.07998323997561814, -1.6660309508048883e-05]",RECOVERY_TAKEOVER,0,"[-7.667593308724463e-06, -0.07998324185609818, -1.666030948399566e-05]",1.4951306805023863,RETURN,"[2.7999818567775856, 1.5922287073410841, 1.0000320354509213]",3.1538006106466603,,"[1.9847701480875043e-05, -0.18399473196213334, -1.642235157124444e-05]",,,
,1,,,,-0.9228388629634127,-0.9228388629631941,2.621161705239964,1.7234384328867898,25.94990407377756,285,1,76,"[-9.64355965900089e-06, -0.0799886511895309, -9.044158721599418e-06]",RECOVERY_TAKEOVER,0,"[-9.643559678806923e-06, -0.07998865097761154, -9.044159014592879e-06]",1.4951306805023863,RETURN,"[2.7999856334466884, 1.5538299879248667, 1.0000285700974327]",3.1398064333085016,,"[1.7918989549074867e-05, -0.19999246220003952, -1.8231183315564323e-05]",,,
,1,,,,-0.9261038045821117,-0.9261038045797647,2.604718812815559,1.7620360176263021,25.95172134644556,286,1,77,"[-1.0720032057264713e-05, -0.07999310944024421, -3.046440790944036e-06]",RECOVERY_TAKEOVER,0,"[-1.072003215085715e-05, -0.0799931064248085, -3.046440724574495e-06]",1.4951306805023863,RETURN,"[2.799989002843957, 1.512231633296054, 1.000024862931954]",3.125798731453991,,"[1.5774983137621923e-05, -0.21599108408808837, -1.884047147375313e-05]",,,
,1,,,,0.6144919230185565,0.6144919352427147,2.5882401713313428,1.8022591238178796,25.953536297226353,287,1,78,"[-1.1087820349979334e-05, 3.3158318364312503e-06, 1.5137281093370715e-06]",RECOVERY_TAKEOVER,0,"[-1.1087819984823e-05, 3.3158319183712592e-06, 1.5137280797716812e-06]",1.4951306805023863,RETURN,"[2.7999919360841776, 1.4690334827950728, 1.0000211251122213]",3.1117773531631427,,"[1.3557419067626055e-05, -0.21599042092172108, -1.8537725851885716e-05]",,,
,1,,,,0.3714885304043413,0.3714885319353407,2.572381088782121,1.842616697507821,25.95527546897523,288,1,79,"[-1.0916470872478023e-05, 5.378999033967008e-07, 4.827703971341466e-06]",RECOVERY_TAKEOVER,0,"[-1.091647118300898e-05, 5.378998935157142e-07, 4.82770383314346e-06]",1.4951306805023863,RETURN,"[2.7999944292385734, 1.4258354093687267, 1.0000175141211303]",3.0978221557145855,,"[1.1374124893130451e-05, -0.2159903133417404, -1.7572185057617424e-05]",,,
,1,,,,0.17497025720410417,0.17497026740495616,2.5571530687999604,1.8831001841149722,25.957012597130124,289,1,80,"[-1.0353013424005938e-05, -1.539285723267669e-06, 7.086937950395659e-06]",RECOVERY_TAKEOVER,0,"[-1.0353013749409001e-05, -1.5392856766993646e-06, 7.086937785061309e-06]",1.4951306805023863,RETURN,"[2.7999964970032836, 1.382637315914664, 1.0000141414228776]",3.0838690050434807,,"[9.303522208329263e-06, -0.21599062119888507, -1.6154797467538292e-05]",,,
,1,,,,0.03489700704521241,0.03489701407932832,2.5425674540327505,1.9237017119502196,25.958747807681902,290,1,81,"[-9.52193437540732e-06, -3.014831658082472e-06, 8.475293576964258e-06]",RECOVERY_TAKEOVER,0,"[-9.521934771328233e-06, -3.014831690961728e-06, 8.475293725496158e-06]",1.4951306805023863,RETURN,"[2.7999981672690377, 1.3394391313782539, 1.0000110799692556]",3.0699177752318945,,"[7.399135333247799e-06, -0.21599122416521668, -1.445973875214544e-05]",,,
,1,,,,-0.06629771536893468,-0.06629773465914553,2.5286353849614547,1.9644140260923537,25.960481218805196,291,1,82,"[-8.52605850444335e-06, -3.986142383505253e-06, 9.163664997358476e-06]",RECOVERY_TAKEOVER,0,"[-8.526058081770316e-06, -3.986142473877408e-06, 9.163664799416438e-06]",1.4951306805023863,RETURN,"[2.7999994765749343, 1.296240806822363, 1.0000083712948051]",3.0559683480289084,,"[5.693923632359129e-06, -0.2159920213936934, -1.2627005752673744e-05]",,,
,1,,,,-0.1430557640612585,-0.1430557632429235,2.5153677587700694,2.00523043010128,25.962212941352696,292,1,83,"[-7.448068019789941e-06, -4.545466625122119e-06, 9.306513248611473e-06]",RECOVERY_TAKEOVER,0,"[-7.44806811781018e-06, -4.545466708805179e-06, 9.306513675255701e-06]",1.4951306805023863,RETURN,"[2.8000004663983002, 1.2530423116342917, 1.0000060320239195]",3.0420206123981957,,"[4.2043100284011405e-06, -0.21599293048701843, -1.076570310295145e-05]",,,
,1,,,,-0.20440059107199948,-0.20440059588496756,2.5027751884788696,2.046144734469975,25.96394307931729,293,1,84,"[-6.352432340186538e-06, -4.777547898693334e-06, 9.039960424665362e-06]",RECOVERY_TAKEOVER,0,"[-6.352432137646247e-06, -4.777547928824788e-06, 9.039960787049495e-06]",1.4951306805023863,RETURN,"[2.8000011802116593, 1.2098436299859299, 1.0000040596825073]",3.0280744640911177,,"[2.9338235603638325e-06, -0.21599388599659816, -8.957711018018377e-06]",,,
,1,,,,-0.2558466532022953,-0.2558466525818151,2.4908679625293586,2.0871512108771797,25.965671730264095,294,1,85,"[-5.28756464402213e-06, -4.758186125142226e-06, 8.481112917952106e-06]",RECOVERY_TAKEOVER,0,"[-5.287564817990642e-06, -4.758186150866095e-06, 8.481112672598101e-06]",1.4951306805023863,RETURN,"[2.800001661225078, 1.1666447576228878, 1.000002437762562]",3.014129805243671,,"[1.8763106315594065e-06, -0.21599483763382318, -7.261488434427956e-06]",,,
,1,,,,-0.3009024095630287,-0.3009023843015804,2.479656004998139,2.128244551443076,25.967398985734253,295,1,86,"[-4.288059962569676e-06, -4.553530967921215e-06, 7.72832124616382e-06]",RECOVERY_TAKEOVER,0,"[-4.288060154067352e-06, -4.553530743578449e-06, 7.728321179456543e-06]",1.4951306805023863,RETURN,"[2.8000019507260054, 1.123445699025504, 1.0000011400313003]",3.000186543995858,,"[1.0186986390454712e-06, -0.21599574834001678, -5.7158241851951915e-06]",,,
,1,,,,-0.3419521576055269,-0.3419521622073465,2.4691488366143615,2.1694198323115517,25.969124931622375,296,1,87,"[-3.3769041002809573e-06, -4.219944912969841e-06, 6.8621225590225126e-06]",RECOVERY_TAKEOVER,0,"[-3.3769040328479605e-06, -4.219944912620122e-06, 6.862122518214164e-06]",1.4951306805023863,RETURN,"[2.8000020869276514, 1.0802464649586023, 1.0000001341089144]",2.9862445941322067,,"[3.4331781898927964e-07, -0.21599659232899937, -4.343399673390689e-06]",,,
,1,,,,-0.3807619106262881,-0.38076189639381,2.4593555367592423,2.21067248098682,25.970849648529313,297,1,88,"[-2.5675725981639095e-06, -3.804293435621941e-06, 5.9466506283289565e-06]",RECOVERY_TAKEOVER,0,"[-2.567572664702311e-06, -3.804293328357744e-06, 5.946650617261184e-06]",1.4951306805023863,RETURN,"[2.800002104239763, 1.0370470704069337, 0.9999993843619923]",2.972303874742327,,"[-1.7019670064350223e-07, -0.2159973531876865, -3.1540695477248973e-06]",,,
,1,,,,-0.4187871344657949,-0.4187871553128664,2.450284706634145,2.2519982469408366,25.972573212497498,298,1,89,"[-1.865964382422176e-06, -3.3445396048770166e-06, 5.031335374498683e-06]",RECOVERY_TAKEOVER,0,"[-1.8659643501450773e-06, -3.344539663885371e-06, 5.031335149396909e-06]",1.4951306805023863,RETURN,"[2.8000020328811352, 0.9938475328786043, 0.9999988541747903]",2.958364309495038,,"[-5.433895771279375e-07, -0.21599802209560748, -2.1478024728251605e-06]",,,
,1,,,,-0.45738236842070806,-0.45738235933308874,2.4419444337938905,2.293393175082981,25.974295694204507,299,1,90,"[-1.272135727448432e-06, -2.870540186145076e-06, 4.152748671669293e-06]",RECOVERY_TAKEOVER,0,"[-1.2721357052214444e-06, -2.8705401291517774e-06, 4.152748715569032e-06]",1.4951306805023863,RETURN,"[2.800001898760505, 0.950647871048679, 0.9999985076692691]",2.944425827110536,,"[-7.978167226176239e-07, -0.2159985962036447, -1.317252738491302e-06]",,,
,1,,,,-0.49796512502067214,-0.49796514569528766,2.4343422582524474,2.3348535817464615,25.97601715971043,300,1,91,"[-7.81817093605374e-07, -2.4049590087560356e-06, 3.336484564766777e-06]",RECOVERY_TAKEOVER,0,"[-7.818171070539393e-07, -2.4049591047514696e-06, 3.3364844966854434e-06]",1.4951306805023863,RETURN,"[2.800001723560819, 0.9074481037087698, 0.9999983109484127]",2.930488360891295,,"[-9.541801413386988e-07, -0.21599907719544645, -6.499558255379465e-07]",,,
,1,,,,-0.5421468882785975,-0.5421468633729035,2.427485140377404,2.3763760328986394,25.9777376716492,301,1,92,"[-3.877086210816822e-07, -1.964230577167214e-06, 2.598989743014528e-06]",RECOVERY_TAKEOVER,0,"[-3.877086101056193e-07, -1.964230477824458e-06, 2.5989897949330043e-06]",1.4951306805023863,RETURN,"[2.800001524970618, 0.8642482489850689, 0.9999982329370426]",2.9165518482412334,,"[-1.0317218655550353e-06, -0.2159994700415619, -1.3015787693504086e-07]",,,
,1,,,,-0.5917587429137128,-0.5917587178940267,2.42137943079622,2.4179573243262427,25.97945728879681,302,1,93,"[-8.056000645037874e-08, -1.5595223146480652e-06, 1.9492839851119777e-06]",RECOVERY_TAKEOVER,0,"[-8.056000666556429e-08, -1.5595222748743254e-06, 1.949284069269197e-06]",1.4951306805023863,RETURN,"[2.800001317015045, 0.8210483237863102, 0.9999982458911469]",2.9026162304122853,,"[-1.047833866845111e-06, -0.21599978194602482, 2.596989200873547e-07]",,,
,1,,,,0.9631884490320508,0.9631884490321021,2.416103034986095,2.458989710547668,25.981176066577735,303,1,94,"[1.4995236856169185e-07, 0.03135137093812458, 1.3905303649358595e-06]",RECOVERY_TAKEOVER,0,"[1.4995237052062294e-07, 0.031351372599601746, 1.3905303148931125e-06]",1.4951306805023863,RETURN,"[2.800001110447319, 0.7784753948158678, 0.9999983256415382]",2.8886814519994304,,"[-1.0178433931327726e-06, -0.2097295077583999, 5.378049930745266e-07]",,,
,1,,,,0.9644291948338894,0.9644291948339455,2.4117563391056525,2.4982100915901087,25.982924425799872,304,1,95,"[3.145334313998629e-07, 0.06514591604589207, 9.214314714629964e-07]",RECOVERY_TAKEOVER,0,"[3.1453342330678424e-07, 0.06514591723680496, 9.214314786731848e-07]",1.4951306805023863,RETURN,"[2.8000009131693084, 0.7378324115851057, 0.9999984516311663]",2.8747161087793547,,"[-9.549367068528e-07, -0.19670032454922148, 7.220912873671259e-07]",,,
,1,,,,0.9655569615708559,0.9655569615708663,2.4083273136029977,2.534669311716113,25.984702578403787,305,1,96,"[4.2374208097996093e-07, 0.07999938691585981, 5.374410313897076e-07]",RECOVERY_TAKEOVER,0,"[4.2374207964712696e-07, 0.07999938726425171, 5.374410534386698e-07]",1.4951306805023863,RETURN,"[2.8000007306568087, 0.7000923344135785, 0.9999986067982444]",2.8607239811216503,,"[-8.701882906568079e-07, -0.18070044716604952, 8.295794936450674e-07]",,,
,1,,,,0.9665575277932268,0.9665575277931443,2.405703693687601,2.5680695906502753,25.986492734228726,306,1,97,"[4.87606798085646e-07, 0.07999961041543563, 2.3179046452530948e-07]",RECOVERY_TAKEOVER,0,"[4.876068260273314e-07, 0.07999961078166962, 2.317904659321357e-07]",1.4951306805023863,RETURN,"[2.8000005663712866, 0.6655522371886774, 0.9999987773499524]",2.8467307233932293,,"[-7.726669310396787e-07, -0.1647005250829624, 8.759375865501293e-07]",,,
,1,,,,0.9674362347775819,0.9674362347774582,2.4037501786999913,2.5984012711074835,25.98828223881276,307,1,98,"[5.153624166968122e-07, 0.07999979138850423, -3.662573520416127e-09]",RECOVERY_TAKEOVER,0,"[5.153624442755245e-07, 0.07999978959560394, -3.662573577756234e-09]",1.4951306805023863,RETURN,"[2.800000422145149, 0.6342121279998549, 0.9999989524642181]",2.8327541167245944,,"[-6.695944477003162e-07, -0.14870056680526156, 8.75205071846046e-07]",,,
,1,,,,0.9682044544849887,0.9682044544849631,2.4023431696913105,2.6256561064898833,25.990071132369675,308,1,99,"[5.152870777210818e-07, 0.07999993365303504, -1.7775131868937177e-07]",RECOVERY_TAKEOVER,0,"[5.15287069902115e-07, 0.07999993115663528, -1.7775131766484265e-07]",1.4951306805023863,RETURN,"[2.8000002985320007, 0.6060720133118633, 0.9999991239502061]",2.818794121027369,,"[-5.665370321560999e-07, -0.13270058007465454, 8.396548081081717e-07]",,,
,1,,,,0.9688717275444246,0.9688717275445062,2.401371133635126,2.6498270846349725,25.991859452619853,309,1,100,"[4.94619844121073e-07, 0.08000004158266631, -2.994669374216952e-07]",RECOVERY_TAKEOVER,0,"[4.946198259858647e-07, 0.08000004291534424, -2.9946693302917993e-07]",1.4951306805023863,RETURN,"[2.800000195116991, 0.5811318981285858, 0.9999992858918288]",2.804850698676201,,"[-4.676130633318853e-07, -0.11670057175812128, 7.797614206238326e-07]",,,
,1,,,,0.9694460377901808,0.9694460377901397,2.4007348700000373,2.670908284005749,25.993647234944987,310,1,101,"[4.5954129765603564e-07, 0.08000011978728674, -3.775578177218927e-07]",RECOVERY_TAKEOVER,0,"[4.595412974595092e-07, 0.08000011742115021, -3.7755782500425994e-07]",1.4951306805023863,RETURN,"[2.800000110785204, 0.5593917861727072, 0.9999994342929566]",2.7909238143581483,,"[-3.7570480380067813e-07, -0.10070054780066393, 7.042498570794541e-07]",,,
,1,,,,0.969934031715507,0.9699340317154389,2.400347697879713,2.688894756684782,25.995434512533567,311,1,102,"[4.1520152119939423e-07, 0.08000017286721445, -4.2024275647950673e-07]",RECOVERY_TAKEOVER,0,"[4.1520152649354714e-07, 0.08000016957521439, -4.202427703603462e-07]",1.4951306805023863,RETURN,"[2.8000000439482737, 0.5408516800699187, 0.9999995667380729]",2.777013434931271,,"[-2.926644995607993e-07, -0.08470051322722104, 6.202013057835528e-07]",,,
,1,,,,0.9703411936833247,0.9703411936833372,2.400135580733115,2.7037824337838767,25.997221316517575,312,1,103,"[3.65782025476152e-07, 0.08000020523167238, -4.350199009839582e-07]",RECOVERY_TAKEOVER,0,"[3.6578202866621723e-07, 0.08000020682811737, -4.3501989921423956e-07]",1.4951306805023863,RETURN,"[2.7999999927310144, 0.5255115815291079, 0.999999682077936]",2.7631195292918482,,"[-2.1950809446556886e-07, -0.06870047218088657, 5.331973255867611e-07]",,,
,1,,,,0.9706719851642597,0.9706719851642642,2.4000372041629117,2.715568049861215,25.999007676100828,313,1,104,"[3.1458031766538513e-07, 0.0800002209721044, -4.2855419181330734e-07]",RECOVERY_TAKEOVER,0,"[3.145803191273444e-07, 0.08000022172927856, -4.285541876924981e-07]",1.4951306805023863,RETURN,"[2.799999955121002, 0.5133714915123727, 0.9999997801463173]",2.749242068249664,,"[-1.5659203093249183e-07, -0.05270042798646569, 4.474864872240996e-07]",,,
,1,,,,0.9709299543065307,0.9709299543064727,2.400004020205985,2.7242490837178472,26.000793618679385,314,1,105,"[2.641078411568161e-07, 0.08000022378113987, -4.0662739941013147e-07]",RECOVERY_TAKEOVER,0,"[2.641078538090369e-07, 0.08000022172927856, -4.0662740730113e-07]",1.4951306805023863,RETURN,"[2.799999929084753, 0.5044314103907024, 0.9999998615110668]",2.735381024410868,,"[-1.037704627011286e-07, -0.036700383230237714, 3.661610073420733e-07]",,,
,1,,,,0.9711178206176175,0.971117820617591,2.4000002694453615,2.729823713577114,26.002579169954448,315,1,106,"[2.161938947895544e-07, 0.0800002169085805, -3.741364770687901e-07]",RECOVERY_TAKEOVER,0,"[2.1619389656279964e-07, 0.08000021427869797, -3.7413647646644677e-07]",1.4951306805023863,RETURN,"[2.799999912654538, 0.49869133808282645, 0.9999999272605387]",2.7215363720679338,,"[-6.053168374321772e-08, -0.020700339848521612, 2.9133371192831525e-07]",,,
,1,,,,0.9712375383343714,0.9712375383344148,2.400002989965318,2.732290785173568,26.00436435403822,316,1,107,"[1.7208981921481339e-07, 0.0800002031465433, -3.351277353565226e-07]",RECOVERY_TAKEOVER,0,"[1.7208981262228917e-07, 0.08000020682811737, -3.351277371166361e-07]",1.4951306805023863,RETURN,"[2.799999903989997, 0.496151274176053, 0.9999999788247264]",2.707708087096294,,"[-2.6113719900255043e-08, -0.004700299219212951, 2.2430816485701072e-07]",,,
,1,,,,0.9712902134062494,0.9712902134062407,2.400002571803073,2.732029971357187,26.00614919355306,317,1,108,"[1.3256921047518955e-07, 0.060429144730845194, -2.928561571541689e-07]",RECOVERY_TAKEOVER,0,"[1.3256921249649167e-07, 0.06042914465069771, -2.928561571025057e-07]",1.4951306805023863,RETURN,"[2.799999901418637, 0.4964197972268273, 1.000000017829236]",2.693896146857233,,"[4.0012219478286883e-10, 0.007385529726956087, 1.6573693342617694e-07]",,,
,1,,,,0.9712846334289414,0.9712846334289578,2.400000222908284,2.729755361228874,26.007916887042228,318,1,109,"[9.80211915559398e-08, 0.04324046115543425, -2.4986094288415535e-07]",RECOVERY_TAKEOVER,0,"[9.802118938750937e-08, 0.04324046149849892, -2.498609319445677e-07]",1.4951306805023863,RETURN,"[2.7999999034590854, 0.4987617123953272, 1.0000000459794038]",2.680120101136894,,"[2.000436050597083e-08, 0.016033621958042938, 1.1576474484934588e-07]",,,
,1,,,,0.9712360228026178,0.9712360228026217,2.4000012574271326,2.7260817615739716,26.009668870675185,319,1,110,"[6.853480966547356e-08, 0.02879121686341275, -2.0805004662896397e-07]",RECOVERY_TAKEOVER,0,"[6.853480982726978e-08, 0.028791217133402824, -2.080500536294494e-07]",1.4951306805023863,RETURN,"[2.7999999088306535, 0.502544261124204, 1.0000000649713519]",2.666358862070593,,"[3.3711322439065543e-08, 0.02179186533072549, 7.415473552355309e-08]",,,
,1,,,,0.9711572446098755,0.9711572446099148,2.4000108415182497,2.7215201588647426,26.011407161055974,320,1,111,"[4.3973494879914394e-08, 0.016947127412780334, -1.6878798158710048e-07]",RECOVERY_TAKEOVER,0,"[4.3973493291105115e-08, 0.016947127878665924, -1.6878797737263085e-07]",1.4951306805023863,RETURN,"[2.799999916452388, 0.5072415767386047, 1.0000000764265393]",2.652603708997909,,"[4.250602141504842e-08, 0.025181290813281555, 4.039713920613299e-08]",,,
,1,,,,0.9710588885818439,0.9710588885818449,2.4000321030061444,2.7164841877239185,26.013133881814603,321,1,112,"[2.4039181958781487e-08, 0.007504616122801168, -1.3298253420797144e-07]",RECOVERY_TAKEOVER,0,"[2.4039181312218716e-08, 0.007504615932703018, -1.3298253520588332e-07]",1.4951306805023863,RETURN,"[2.799999925434376, 0.512427927223717, 1.0000000818463164]",2.6388549090609543,,"[4.731385780680472e-08, 0.026682214037841788, 1.3800632364538699e-08]",,,
,1,,,,0.9709413559995677,0.9709413559989223,2.4000657106301717,2.7112988552173616,26.014851140153368,322,1,113,"[8.326222968100064e-09, 0.00021697312330455214, -1.0116720170131969e-07]",RECOVERY_TAKEOVER,0,"[8.326223266408306e-09, 0.00021697311603929847, -1.011672026152155e-07]",1.4951306805023863,RETURN,"[2.799999935063672, 0.5177687094937515, 1.000000082583099]",2.625112413029207,,"[4.897910240042473e-08, 0.0267256086625027, -6.4328079757252405e-09]",,,
,1,,,,-0.9708375856536283,-0.9708375856536262,2.400110247784298,2.706210570668533,26.016560931787925,323,1,114,"[-3.6344154901816968e-09, -0.005184561621255264, -7.357716785985268e-08]",RECOVERY_TAKEOVER,0,"[-3.634415435271876e-09, -0.005184561479836702, -7.357716924616398e-08]",1.4951306805023863,RETURN,"[2.799999944786804, 0.523010139993827, 1.0000000798249942]",2.611375939072419,,"[4.8252219302388394e-08, 0.025688696338251646, -2.1148241547695778e-08]",,,
,1,,,,-0.9707260013941541,-0.9707260013941442,2.400162913453827,2.7013977287216893,26.018275443456094,324,1,115,"[-1.2339911230185887e-08, -0.008974314867379207, -5.021745600347815e-08]",RECOVERY_TAKEOVER,0,"[-1.2339911314995788e-08, -0.008974314667284489, -5.021745508315689e-08]",1.4951306805023863,RETURN,"[2.79999995419045, 0.5279683929641298, 1.0000000745909967]",2.597634674860499,,"[4.578423705635122e-08, 0.023893833364775803, -3.119173274839141e-08]",,,
,1,,,,-0.970619963950733,-0.9706199639507372,2.4002202591329582,2.6969812699323503,26.01999348392803,325,1,116,"[-1.8288381947727774e-08, -0.011419759674815864, -3.092257086483888e-08]",RECOVERY_TAKEOVER,0,"[-1.8288382364062272e-08, -0.011419760063290596, -3.0922571170322044e-08]",1.4951306805023863,RETURN,"[2.7999999629815293, 0.5325187644435887, 1.0000000677341987]",2.583890865084496,,"[4.212656066680566e-08, 0.02160988142981263, -3.7376246921359184e-08]",,,
,1,,,,0.08498269844804134,0.08498269957248682,2.398678991783901,2.6926490628538797,26.02171372545941,326,1,117,"[-0.08000000596864858, -0.012772598445326336, -1.5407453004421878e-08]",RECOVERY_TAKEOVER,0,"[-0.08000000566244125, -0.012772598303854465, -1.5407453091142997e-08]",1.4951306805023863,RETURN,"[2.7983999712874685, 0.5365852887606447, 1.0000000599508003]",2.570146599231863,,"[-0.01599995906716905, 0.019055361740747363, -4.045773752224356e-08]",,,
,1,,,,0.07882138751280346,0.07882138218329957,2.3939363748013855,2.6880544230721477,26.023508704561607,327,1,118,"[-0.08000000779017662, -0.013262795197690969, -3.309967792919103e-09]",RECOVERY_TAKEOVER,0,"[-0.08000000566244125, -0.01326279528439045, -3.309967855358309e-09]",1.4951306805023863,RETURN,"[2.793599979318231, 0.5401311052048404, 1.0000000517930536]",2.556323447028507,,"[-0.03199996062520437, 0.016402802701209168, -4.111973108082738e-08]",,,
